cpu cores,memory mb,latency sensitive,execution time,data size mb,cost traditional,cost serverless,cost ratio,target platform
0.069091796875,472.5,0,300.0,1417.5,0.00035497639973958335,0.0023077903320312503,6.50123172270764,traditional
0.03717041015625,10.9375,1,2.0,0.21875,6.792500813802085e-07,5.56109619140625e-07,0.8175076113365456,serverless
0.21142578125,341.5,1,300.0,1024.5,0.0006818155924479168,0.0016680139648437501,2.446426184577149,serverless
0.0181884765625,426.5,1,1.0,4.265,6.802842881944445e-07,7.1431201171875e-06,10.484786220622178,traditional
0.0958251953125,1130.0,1,300.0,3390.0,0.0006661580403645833,0.005518881640625001,8.284630705611324,traditional
0.105712890625,341.5,1,300.0,1024.5,0.0004034383138020834,0.0016680139648437501,4.134485430098747,traditional
0.129638671875,236.75,1,1.0,2.3675,1.42694091796875e-06,4.05412353515625e-06,2.8391395499214713,serverless
0.105712890625,341.5,1,300.0,1024.5,0.0004034383138020834,0.0016680139648437501,4.134485430098747,serverless
0.18505859375,604.0,0,300.0,1812.0,0.0007085123697916667,0.00295000859375,4.163659740983334,serverless
0.2998046875,1682.0,1,226.0,3801.32,0.0010587741970486113,0.0061884816796875,5.844943947438702,traditional
0.04083251953125,108.5,1,3.0,3.255,1.4725952148437504e-06,5.4989111328125e-06,3.731629335804789,serverless
0.21435546875,85.375,0,300.0,256.125,0.0005957346598307292,0.00041715349121093756,0.7002325348955382,serverless
0.0,2844.0,0,300.0,8532.0,0.0010415039062499998,0.013889696093750003,13.336179225271898,traditional
0.0906982421875,102.375,1,89.0,91.11375,8.197776624891494e-05,0.00014852677856445315,1.8117713325115945,traditional
0.0633544921875,105.875,1,2.0,2.1175,1.3707071940104167e-06,3.6471411132812502e-06,2.6588335536961205,serverless
0.0906982421875,102.375,1,300.0,307.125,0.00027632954915364586,0.0005001779052734376,1.810070970456935,serverless
0.7099609375,349.0,1,117.0,408.33,0.000778974853515625,0.000664932529296875,0.8535983834363327,serverless
0.04083251953125,108.5,1,3.0,3.255,1.4725952148437504e-06,5.4989111328125e-06,3.731629335804789,serverless
0.0760498046875,91.875,0,300.0,275.625,0.00023391011555989584,0.00044889812011718756,1.919096999912523,serverless
0.0906982421875,172.0,1,300.0,516.0,0.00030182698567708335,0.00084021171875,2.7837435844962273,serverless
0.04278564453125,14.125,1,2.0,0.2825,7.856106228298612e-07,6.5989013671875e-07,0.8389031594116675,serverless
0.34716796875,85.375,0,1.0,0.85375,3.151580810546875e-06,1.589844970703125e-06,0.5042995140312792,serverless
1.138671875,2284.0,0,300.0,6852.0,0.003834928385416667,0.011154774218750002,2.908730017603187,traditional
0.0906982421875,172.0,1,4.0,6.88,4.024359809027779e-06,1.140015625e-05,2.832083786505886,serverless
0.1060791015625,241.5,1,300.0,724.5,0.0003677815755208333,0.00117963505859375,3.207425085115074,serverless
0.3115234375,1356.0,1,300.0,4068.0,0.0013169270833333334,0.00662261796875,5.028837984825419,traditional
0.226806640625,256.0,1,300.0,768.0,0.0006910074869791667,0.00125045,1.8096015078866894,serverless
0.0906982421875,172.0,1,1.0,1.72,1.0060899522569447e-06,3.0000390625e-06,2.978918671342858,traditional
0.007049560546875,722.0,1,300.0,2166.0,0.00028296813964843743,0.0035262957031250005,12.461767765580698,traditional
0.21142578125,426.5,0,300.0,1279.5,0.0007129435221354168,0.0020831360351562505,2.9218767666757937,traditional
0.03240966796875,394.0,0,300.0,1182.0,0.00022963256835937499,0.0019244128906249999,8.380364005027813,traditional
0.105712890625,341.5,1,300.0,1024.5,0.0004034383138020834,0.0016680139648437501,4.134485430098747,traditional
0.0042266845703125,21.3125,0,300.0,63.9375,1.8935139973958335e-05,0.00010428575439453127,5.507234026467317,traditional
0.080810546875,85.375,0,300.0,256.125,0.00024406636555989586,0.00041715349121093756,1.7091735728534554,serverless
0.129638671875,236.75,1,300.0,710.25,0.000428082275390625,0.001156437060546875,2.7014301352736307,traditional
0.1126708984375,85.375,0,300.0,256.125,0.00032796529134114586,0.00041715349121093756,1.2719401420953362,traditional
0.104248046875,426.5,1,2.0,8.53,2.8713921440972225e-06,1.4086240234375001e-05,4.904010151720503,serverless
0.25927734375,896.0,1,300.0,2688.0,0.001010888671875,0.004376075,4.328934325625514,serverless
0.10986328125,518.0,1,300.0,1554.0,0.00047900390625,0.002530002734375,5.281788769517431,traditional
0.05023193359375,85.375,0,300.0,256.125,0.00016354268391927085,0.00041715349121093756,2.550715999627688,serverless
0.029571533203125,81.625,1,295.0,240.79375,0.00010596761067708333,0.00039219529418945315,3.701051582006528,serverless
0.246337890625,373.0,1,296.0,1104.08,0.0007748159722222223,0.0017975646093749999,2.3199861048725805,serverless
0.9580078125,1324.0,0,300.0,3972.0,0.0030076171875000005,0.006466336718750001,2.149985907661027,serverless
0.31103515625,2180.0,1,300.0,6540.0,0.0016173990885416667,0.01064686015625,6.5827003668892905,traditional
0.105712890625,341.5,1,300.0,1024.5,0.0004034383138020834,0.0016680139648437501,4.134485430098747,traditional
0.226806640625,256.0,1,300.0,768.0,0.0006910074869791667,0.00125045,1.8096015078866894,serverless
0.0906982421875,172.0,1,300.0,516.0,0.00030182698567708335,0.00084021171875,2.7837435844962273,serverless
0.1318359375,20.8125,0,300.0,62.4375,0.00035478973388671875,0.00010184385986328127,0.2870533250617504,traditional
0.129638671875,236.75,1,1.0,2.3675,1.42694091796875e-06,4.05412353515625e-06,2.8391395499214713,serverless
0.031005859375,18.875,0,300.0,56.625,8.856099446614583e-05,9.238151855468751e-05,1.0431282528308659,traditional
0.2607421875,244.0,1,300.0,732.0,0.0007759765625,0.00119184453125,1.5359265381465201,serverless
0.14794921875,264.5,1,300.0,793.5,0.00048646240234375,0.00129196220703125,2.655826113139565,traditional
0.21142578125,341.5,1,300.0,1024.5,0.0006818155924479168,0.0016680139648437501,2.446426184577149,serverless
0.069091796875,490.5,1,300.0,1471.5,0.0003615681966145833,0.00239569853515625,6.625836928553286,traditional
0.155517578125,114.875,1,2.0,2.2975,3.0106540256076392e-06,3.940168457031251e-06,1.3083071373831767,serverless
0.1943359375,426.5,1,97.0,413.705,0.0002159673529730903,0.0006736826513671876,3.119358193425352,serverless
0.03375244140625,14.125,1,2.0,0.2825,6.270277235243056e-07,6.5989013671875e-07,1.0507340870489634,serverless
0.0906982421875,172.0,1,2.0,3.44,2.0121799045138893e-06,5.800078125e-06,2.8810530603823556,serverless
0.03521728515625,256.0,0,300.0,768.0,0.00018648885091145833,0.00125045,6.705190625058137,traditional
0.1148681640625,473.5,0,300.0,1420.5,0.0004758870442708333,0.0023126741210937503,4.859702085261006,serverless
0.28125,85.375,0,300.0,256.125,0.0007718902587890626,0.00041715349121093756,0.5404303863543745,serverless
0.11669921875,475.5,0,300.0,1426.5,0.00048144124348958335,0.00232244169921875,4.823925882334833,serverless
0.0906982421875,102.375,1,300.0,307.125,0.00027632954915364586,0.0005001779052734376,1.810070970456935,traditional
0.0704345703125,375.5,1,300.0,1126.5,0.0003229899088541666,0.0018340627929687501,5.678372804594468,traditional
0.0,853.0,1,1.0,8.53,1.041259765625e-06,1.4086240234375001e-05,13.515095467518183,traditional
0.2763671875,85.375,0,300.0,256.125,0.0007590321858723958,0.00041715349121093756,0.5495853132317023,serverless
0.06060791015625,650.0,1,300.0,1950.0,0.00039763793945312494,0.0031746628906250004,7.9837827125058025,traditional
0.0181884765625,426.5,1,1.0,4.265,6.802842881944445e-07,7.1431201171875e-06,10.484786220622178,traditional
0.129638671875,252.75,0,300.0,758.25,0.00043394165039062506,0.001234577685546875,2.845024992209309,serverless
0.0491943359375,149.5,0,2.0,2.99,1.2286241319444444e-06,5.067509765625e-06,4.121186006338037,serverless
0.037109375,13.6875,1,2.0,0.27375,6.848924424913195e-07,6.45645751953125e-07,0.9413221548381417,serverless
0.0906982421875,172.0,1,1.0,1.72,1.0060899522569447e-06,3.0000390625e-06,2.978918671342858,traditional
0.2548828125,85.375,0,300.0,256.125,0.0007024566650390624,0.00041715349121093756,0.5938485861460995,traditional
0.35009765625,2268.0,1,206.0,4672.08,0.0012033766276041667,0.0076060177343750006,6.3205577035016045,traditional
0.0906982421875,172.0,1,4.0,6.88,4.024359809027779e-06,1.140015625e-05,2.832083786505886,serverless
0.2216796875,85.375,0,300.0,256.125,0.0006150217692057292,0.00041715349121093756,0.6782732479151466,traditional
0.0394287109375,136.75,1,2.0,2.735,1.0260552300347222e-06,4.6523876953125e-06,4.529832047255349,serverless
0.016204833984375,12.8125,1,300.0,38.4375,4.736480712890625e-05,6.277354736328126e-05,1.3252924666192805,serverless
0.0181884765625,426.5,1,1.0,4.265,6.802842881944445e-07,7.1431201171875e-06,10.484786220622178,traditional
0.04083251953125,136.75,1,3.0,4.1025,1.5760498046875003e-06,6.87858154296875e-06,4.3616767983632405,serverless
0.155517578125,114.875,1,300.0,344.625,0.00045159810384114586,0.0005612252685546875,1.2427510678854308,serverless
0.025909423828125,213.25,0,300.0,639.75,0.0001463226318359375,0.001041668017578125,7.118932222418283,traditional
0.177490234375,358.0,1,1.0,3.58,1.9949815538194445e-06,6.02798828125e-06,3.020062119168907,serverless
0.007049560546875,621.0,1,300.0,1863.0,0.00024598083496093744,0.0030330330078125007,12.330312961093872,traditional
0.008453369140625,213.25,1,9.0,19.1925,3.0106506347656247e-06,3.144404052734375e-05,10.440799528458856,traditional
0.36669921875,1884.0,0,300.0,5652.0,0.0016555826822916668,0.009201258593750001,5.557712782608231,traditional
0.192138671875,85.375,0,300.0,256.125,0.0005372304280598959,0.00041715349121093756,0.7764875050542076,traditional
0.069091796875,4712.0,0,300.0,14136.0,0.0019075276692708332,0.0230126140625,12.064098659810309,traditional
0.505859375,220.75,1,300.0,662.25,0.0014129374186197916,0.001078296435546875,0.7631588336314,serverless
0.5634765625,682.0,0,300.0,2046.0,0.0017335774739583331,0.0033309441406250005,1.9214268004951363,traditional
0.37451171875,975.0,1,300.0,2925.0,0.0013432698567708333,0.0047618943359375,3.544999366237197,serverless
0.0906982421875,172.0,1,2.0,3.44,2.0121799045138893e-06,5.800078125e-06,2.8810530603823556,serverless
0.129638671875,264.5,1,3.0,7.935,4.3824462890625e-06,1.31176220703125e-05,2.992536284302916,serverless
0.177978515625,85.375,0,72.0,61.47,0.00011998608398437502,0.00010026883789062502,0.8356635944555686,serverless
0.01788330078125,13.125,1,300.0,39.375,5.189921061197917e-05,6.429973144531251e-05,1.2389107999201718,serverless
0.0906982421875,172.0,1,300.0,516.0,0.00030182698567708335,0.00084021171875,2.7837435844962273,serverless
0.0035247802734375,37.1875,0,300.0,111.5625,2.2900390625e-05,0.00018181590576171877,7.93907709531149,traditional
0.35009765625,2268.0,1,206.0,4672.08,0.0012033766276041667,0.0076060177343750006,6.3205577035016045,traditional
0.0035247802734375,37.1875,0,300.0,111.5625,2.2900390625e-05,0.00018181590576171877,7.93907709531149,traditional
1.126953125,2560.0,0,300.0,7680.0,0.003905143229166667,0.012502700000000002,3.2015974996826175,traditional
